2.5386,7.45e-06
2.6248,1.43e-05
2.7227,2.185e-05
2.8141,3.025e-05
2.889,3.945e-05
2.9555,4.955e-05
3.0137,6.055e-05
3.0677,7.25e-05
3.1053,8.54e-05
3.1387,9.925e-05
3.1599,0.0001141
3.1849,0.00012985
3.1958,0.00014665
3.2044,0.00016435
3.2049,0.0001831
3.2031,0.00020275
3.1933,0.00022345
3.1731,0.0002451
3.169,0.00026765
3.1527,0.0002912
3.128,0.00031565
3.1013,0.00034115
3.0804,0.0003675
3.0572,0.00039475
3.0359,0.00042295
3.0224,0.00045195
2.9986,0.0004819
2.9886,0.00051265
2.9764,0.0005443
2.9738,0.0005767
2.9751,0.00061
2.9739,0.00064405
2.9744,0.0006789
2.9745,0.0007146
2.9904,0.00075105
2.9755,0.0007884
2.9375,0.0008265
2.8682,0.0008654
2.7697,0.00090505
2.6441,0.00094555
2.4992,0.0009867
2.3454,0.0010286
2.1661,0.0010711
1.9918,0.001114
1.8161,0.0011576
1.639,0.0012014
1.4627,0.0012457
1.3048,0.0012901
1.1413,0.0013349
0.98604,0.0013797
0.84323,0.0014248
0.70649,0.0014697
0.60019,0.0015148
0.50193,0.0015597
0.4156,0.0016045
0.33731,0.0016492
0.28094,0.0016937
0.23455,0.0017381
0.19986,0.0017822
0.18125,0.0018262
0.16825,0.0018699
0.17522,0.0019134
0.17782,0.0019567
0.19625,0.0019998
0.22053,0.0020427
0.25846,0.0020852
0.2942,0.0021277
0.33166,0.0021699
0.383,0.002212
0.42607,0.0022539
0.48302,0.0022957
0.52367,0.0023374
0.57211,0.0023789
0.62665,0.0024204
0.68898,0.0024617
0.7311,0.002503
0.77907,0.0025443
0.81705,0.0025855
0.84677,0.0026267
0.89279,0.002668
0.9186,0.0027093
0.93833,0.0027506
0.95415,0.002792
0.96998,0.0028334
0.97387,0.0028749
0.9858,0.0029164
0.99991,0.002958
0.99187,0.0029997
0.99599,0.0030414
0.98819,0.0030833
0.98842,0.0031251
0.98279,0.003167
0.97109,0.003209
0.96157,0.003251
0.94401,0.0032931
0.93059,0.0033353
0.91522,0.0033775
0.90593,0.0034197
0.88666,0.003462
0.88347,0.0035042
0.87028,0.0035465
0.86514,0.0035887
0.85609,0.0036311
0.83682,0.0036734
0.82972,0.0037157
0.82067,0.003758
0.8277,0.0038003
0.81257,0.0038426
0.80742,0.0038849
0.80641,0.0039272
0.80126,0.0039695
0.79416,0.0040117
0.78901,0.004054
0.78995,0.0040963
0.77677,0.0041385
0.77357,0.0041807
0.77256,0.004223
0.77545,0.0042652
0.76227,0.0043075
0.75907,0.0043497
0.76001,0.004392
0.75681,0.0044342
0.75166,0.0044764
0.74043,0.0045187
0.74527,0.0045608
0.74621,0.0046031
0.75104,0.0046453
0.73981,0.0046875
0.73856,0.0047297
0.74949,0.0047718
0.74824,0.0048139
0.75503,0.004856
0.74769,0.0048982
0.75448,0.0049403
0.75932,0.0049824
0.76392,0.0050244
0.76876,0.0050666
0.77141,0.0051087
0.78015,0.0051507
0.7828,0.0051927
0.78545,0.0052348
0.78007,0.0052769
0.78467,0.0053189
0.79146,0.005361
0.80215,0.005403
0.8048,0.005445
0.8094,0.005487
0.82009,0.005529
0.81665,0.0055711
0.82125,0.0056131
0.83194,0.0056551
0.83654,0.0056971
0.84115,0.0057391
0.84575,0.0057811
0.85035,0.0058231
0.85495,0.0058651
0.85347,0.0059071
0.85612,0.0059491
0.8668,0.0059911
0.86337,0.0060332
0.85994,0.0060752
0.85455,0.0061173
0.8572,0.0061594
0.85791,0.0062015
0.85447,0.0062435
0.85517,0.0062856
0.85392,0.0063278
0.85463,0.0063699
0.84729,0.006412
0.84191,0.0064541
0.83871,0.0064963
0.83746,0.0065385
0.82818,0.0065807
0.82693,0.0066228
0.82373,0.006665
0.80641,0.0067073
0.80322,0.0067495
0.79807,0.0067918
0.79487,0.006834
0.78972,0.0068762
0.77849,0.0069184
0.77334,0.0069607
0.76819,0.0070029
0.76305,0.0070452
0.7579,0.0070874
0.75275,0.0071297
0.7476,0.0071719
0.74246,0.0072142
0.74534,0.0072564
0.7402,0.0072986
0.737,0.0073408
0.74792,0.007383
0.74473,0.0074252
0.75151,0.0074673
0.75635,0.0075094
0.75097,0.0075515
0.75581,0.0075937
0.7626,0.0076358
0.77133,0.0076778
0.77204,0.0077199
0.77469,0.007762
0.77539,0.0078041
0.77804,0.0078461
0.77874,0.0078882
0.78139,0.0079303
0.79013,0.0079723
0.80082,0.0080143
0.80347,0.0080564
0.80807,0.0080984
0.81876,0.0081404
0.81533,0.0081824
0.82796,0.0082244
0.83062,0.0082664
0.83717,0.0083084
0.84786,0.0083504
0.84637,0.0083924
0.85097,0.0084344
0.84949,0.0084764
0.86018,0.0085184
0.86283,0.0085604
0.86134,0.0086024
0.85791,0.0086445
0.86056,0.0086865
0.86126,0.0087286
0.85174,0.0087707
0.85853,0.0088128
0.85119,0.008855
0.84581,0.0088971
0.84456,0.0089392
0.83918,0.0089813
0.82989,0.0090235
0.8267,0.0090657
0.8235,0.0091079
0.81422,0.0091501
0.81102,0.0091923
0.79978,0.0092345
0.7905,0.0092768
0.7834,0.009319
0.78629,0.0093612
0.77311,0.0094036
0.76382,0.0094457
0.76281,0.009488
0.75766,0.0095303
0.75252,0.0095725
0.74737,0.0096148
0.74222,0.0096571
0.73707,0.0096993
0.73996,0.0097415
0.73482,0.0097837
0.73357,0.0098259
0.74254,0.0098681
0.74738,0.0099102
0.74613,0.0099524
0.74489,0.0099945
0.74559,0.010037
0.75043,0.010079
0.75916,0.010121
0.75987,0.010163
0.76665,0.010205
0.77539,0.010247
0.77804,0.010289
0.78873,0.010331
0.79138,0.010373
0.79599,0.010415
0.79864,0.010457
0.80324,0.010499
0.82196,0.010541
0.82656,0.010583
0.83312,0.010625
0.83772,0.010667
0.84427,0.010709
0.84887,0.010751
0.84933,0.010793
0.85199,0.010835
0.8505,0.010877
0.85315,0.010919
0.86384,0.010961
0.86041,0.011003
0.85697,0.011045
0.85962,0.011087
0.85424,0.011129
0.85081,0.011171
0.84956,0.011214
0.85026,0.011256
0.85096,0.011298
0.84363,0.01134
0.84433,0.011382
0.84308,0.011424
0.84378,0.011466
0.84253,0.011508
0.82716,0.011551
0.81983,0.011593
0.82272,0.011635
0.81344,0.011677
0.8022,0.011719
0.799,0.011762
0.78777,0.011804
0.78871,0.011846
0.78356,0.011888
0.77233,0.011931
0.76718,0.011973
0.76203,0.012015
0.74885,0.012057
0.7437,0.0121
0.73855,0.012142
0.73146,0.012184
0.7324,0.012226
0.72725,0.012269
0.7221,0.012311
0.72499,0.012353
0.72983,0.012395
0.73272,0.012438
0.73755,0.01248
0.73631,0.012522
0.74309,0.012564
0.74988,0.012606
0.75058,0.012648
0.75129,0.01269
0.76806,0.012732
0.76876,0.012774
0.76728,0.012816
0.7821,0.012858
0.77672,0.0129
0.78132,0.012942
0.79809,0.012984
0.8027,0.013026
0.80121,0.013069
0.8119,0.01311
0.82259,0.013152
0.83717,0.013194
0.84373,0.013236
0.83615,0.013278
0.84684,0.01332
0.85144,0.013362
0.84996,0.013404
0.85456,0.013446
0.85916,0.013488
0.85768,0.01353
0.86033,0.013572
0.87102,0.013614
0.85955,0.013657
0.85611,0.013699
0.85681,0.013741
0.85143,0.013783
0.85213,0.013825
0.8448,0.013867
0.83746,0.013909
0.83621,0.013951
0.83497,0.013993
0.82568,0.014036
0.82443,0.014078
0.8132,0.01412
0.80392,0.014162
0.80681,0.014204
0.79752,0.014247
0.79237,0.014289
0.78723,0.014331
0.78403,0.014373
0.77888,0.014416
0.77568,0.014458
0.77054,0.0145
0.75322,0.014542
0.74807,0.014585
0.74706,0.014627
0.74995,0.014669
0.73676,0.014711
0.73357,0.014754
0.7345,0.014796
0.73934,0.014838
0.74223,0.01488
0.74098,0.014922
0.74582,0.014964
0.74457,0.015007
0.74528,0.015049
0.75011,0.015091
0.76494,0.015133
0.76564,0.015175
0.76829,0.015217
0.77703,0.015259
0.77968,0.015301
0.79037,0.015343
0.79302,0.015385
0.79762,0.015427
0.80027,0.015469
0.80488,0.015511
0.81556,0.015553
0.82017,0.015595
0.81029,0.015637
0.76367,0.015679
0.69419,0.015721
0.57578,0.015763
0.44255,0.015805
0.29668,0.015847
0.12575,0.015889
-0.047822,0.01593
-0.23038,0.015971
-0.41192,0.016012
-0.60853,0.016053
-0.79024,0.016093
-0.969,0.016132
-1.1411,0.016171
-1.3125,0.016209
-1.4653,0.016246
-1.5974,0.016283
-1.7291,0.016319
-1.8324,0.016353
-1.9272,0.016387
-2.0099,0.01642
-2.0742,0.016452
-2.1164,0.016483
-2.1523,0.016513
-2.1722,0.016541
-2.1839,0.016569
-2.1917,0.016596
-2.1772,0.016621
-2.1608,0.016646
-2.1343,0.016669
-2.1077,0.016691
-2.0631,0.016712
-2.0284,0.016733
-1.9897,0.016752
-1.9407,0.01677
-1.9058,0.016787
-1.8667,0.016803
-1.8234,0.016819
-1.784,0.016833
-1.7564,0.016847
-1.7265,0.016859
-1.7044,0.016871
-1.6801,0.016882
-1.6594,0.016893
-1.6485,0.016902
-1.6352,0.016911
-1.6297,0.016918
-1.6319,0.016925
-1.6376,0.016932
-1.6431,0.016937
-1.6232,0.016942
-1.5435,0.016946
-1.4055,0.016949
-1.2115,0.016951
-0.97955,0.016953
-0.7035,0.016955
-0.39532,0.016955
-0.079106,0.016956
0.2634,0.016956
0.61026,0.016956
0.9615,0.016957
1.2993,0.016957
1.6318,0.016958
1.9632,0.016959
2.2654,0.01696
2.5568,0.016962
2.8214,0.016965
3.0652,0.016969
3.2866,0.016973
3.4794,0.016979
3.6379,0.016986
3.7722,0.016993
3.8823,0.017002
3.9663,0.017013
4.0324,0.017024
4.0583,0.017037
4.0805,0.017051
4.0849,0.017066
4.0631,0.017082
4.0276,0.0171
3.9682,0.017119
3.907,0.01714
3.8359,0.017161
3.759,0.017184
3.6662,0.017208
3.5714,0.017233
3.4828,0.017259
3.4003,0.017286
3.3157,0.017314
3.2311,0.017343
3.1484,0.017374
3.0695,0.017405
3.0025,0.017437
2.9374,0.017469
2.88,0.017503
2.8243,0.017537
2.7743,0.017573
2.7402,0.017609
2.7157,0.017646
2.6948,0.017683
2.6775,0.017721
2.6658,0.01776
2.6698,0.0178
2.6794,0.017841
2.6885,0.017882
2.7092,0.017924
2.7274,0.017966
2.7532,0.01801
2.7886,0.018054
2.8215,0.018098
2.866,0.018144
2.902,0.01819
2.9436,0.018237
2.9848,0.018285
3.0236,0.018333
3.0579,0.018382
3.0878,0.018432
3.1215,0.018483
3.1467,0.018535
3.1696,0.018588
3.2002,0.018641
3.2306,0.018696
3.2365,0.018751
3.2541,0.018807
3.2656,0.018864
3.2706,0.018922
3.2795,0.018981
3.2801,0.01904
3.2784,0.019101
3.2744,0.019162
3.2763,0.019224
3.2678,0.019288
3.2591,0.019352
3.2481,0.019417
3.2349,0.019483
3.2236,0.01955
3.2139,0.019617
3.21,0.019686
3.2058,0.019755
3.2013,0.019825
3.1904,0.019896
3.1853,0.019968
3.186,0.020041
3.1944,0.020115
3.1965,0.020189
3.18,0.020264
3.1834,0.02034
3.1845,0.020417
3.1648,0.020495
3.12,0.020573
3.0481,0.020653
2.9531,0.020733
2.8288,0.020814
2.6833,0.020896
2.5288,0.020978
2.3631,0.021061
2.1819,0.021144
2.0076,0.021228
1.8279,0.021312
1.6548,0.021397
1.4802,0.021482
1.318,0.021567
1.1582,0.021653
1.0006,0.021738
0.8654,0.021824
0.73434,0.021909
0.6174,0.021995
0.51653,0.02208
0.44586,0.022166
0.38104,0.022251
0.33205,0.022336
0.30912,0.02242
0.29594,0.022505
0.29251,0.022589
0.30078,0.022673
0.3188,0.022757
0.33853,0.02284
0.38213,0.022923
0.42549,0.023006
0.47447,0.023089
0.53124,0.023171
0.58365,0.023254
0.6419,0.023336
0.706,0.023418
0.76792,0.0235
0.82156,0.023581
0.88105,0.023663
0.93446,0.023745
0.97764,0.023826
1.0289,0.023908
1.074,0.02399
1.113,0.024071
1.136,0.024153
1.159,0.024234
1.17,0.024316
1.173,0.024398
1.1702,0.02448
1.1654,0.024562
1.1547,0.024644
1.1502,0.024726
1.1398,0.024809
1.1233,0.024891
1.1211,0.024974
1.111,0.025056
1.0927,0.025139
1.0706,0.025221
1.0405,0.025304
1.0206,0.025387
1.0109,0.02547
0.99509,0.025552
0.97322,0.025635
0.96157,0.025718
0.95795,0.025801
0.94826,0.025884
0.93052,0.025966
0.92277,0.026049
0.91721,0.026132
0.91555,0.026215
0.92192,0.026297
0.91612,0.02638
0.91641,0.026463
0.91864,0.026546
0.91284,0.026628
0.91508,0.026711
0.91123,0.026794
0.89934,0.026876
0.89549,0.026959
0.89773,0.027042
0.89583,0.027124
0.89807,0.027207
0.90225,0.027289
0.90035,0.027372
0.89845,0.027455
0.91263,0.027537
0.91876,0.02762
0.91273,0.027702
0.92081,0.027785
0.92086,0.027867
0.9309,0.02795
0.93898,0.028032
0.94488,0.028115
0.95492,0.028197
0.96496,0.028279
0.97085,0.028362
0.9748,0.028444
0.97875,0.028527
0.97662,0.028609
0.97448,0.028692
0.99255,0.028774
1.0106,0.028857
1.0044,0.028939
1.0083,0.029021
1.0142,0.029104
1.0101,0.029186
1.006,0.029269
0.9939,0.029351
0.98787,0.029434
0.97988,0.029516
0.97189,0.029599
0.96196,0.029682
0.95202,0.029764
0.95621,0.029847
0.9604,0.02993
0.95241,0.030012
0.94247,0.030095
0.93862,0.030177
0.94086,0.03026
0.94505,0.030343
0.93511,0.030425
0.94125,0.030508
0.94543,0.03059
0.94548,0.030673
0.95162,0.030756
0.95362,0.030838
0.95976,0.030921
0.95981,0.031003
0.96181,0.031086
0.96989,0.031168
0.97993,0.031251
0.98388,0.031333
0.98588,0.031416
0.98983,0.031498
